Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T02:00+01:00;2023-03-08T03:00+01:00;08.03.2023;02:00;03:00;1;13;100;1;1;0;0;100;13;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T02:00+01:00;2023-03-08T03:00+01:00;08.03.2023;02:00;03:00;2;9;100;1;1;0;0;100;7;2;1;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T02:00+01:00;2023-03-08T03:00+01:00;08.03.2023;02:00;03:00;Totalt i retning Kvaløya;13;100;1;1;0;0;100;13;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T02:00+01:00;2023-03-08T03:00+01:00;08.03.2023;02:00;03:00;Totalt i retning Tromsø;9;100;1;1;0;0;100;7;2;1;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T02:00+01:00;2023-03-08T03:00+01:00;08.03.2023;02:00;03:00;Totalt;22;100;1;1;0;0;100;20;2;1;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T03:00+01:00;2023-03-08T04:00+01:00;08.03.2023;03:00;04:00;1;6;100;1;1;0;0;100;6;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T03:00+01:00;2023-03-08T04:00+01:00;08.03.2023;03:00;04:00;2;7;100;1;1;0;0;100;7;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T03:00+01:00;2023-03-08T04:00+01:00;08.03.2023;03:00;04:00;Totalt i retning Kvaløya;6;100;1;1;0;0;100;6;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T03:00+01:00;2023-03-08T04:00+01:00;08.03.2023;03:00;04:00;Totalt i retning Tromsø;7;100;1;1;0;0;100;7;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T03:00+01:00;2023-03-08T04:00+01:00;08.03.2023;03:00;04:00;Totalt;13;100;1;1;0;0;100;13;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T04:00+01:00;2023-03-08T05:00+01:00;08.03.2023;04:00;05:00;1;17;100;1;1;0;0;100;16;1;0;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T04:00+01:00;2023-03-08T05:00+01:00;08.03.2023;04:00;05:00;2;21;100;1;1;0;0;100;21;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T04:00+01:00;2023-03-08T05:00+01:00;08.03.2023;04:00;05:00;Totalt i retning Kvaløya;17;100;1;1;0;0;100;16;1;0;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T04:00+01:00;2023-03-08T05:00+01:00;08.03.2023;04:00;05:00;Totalt i retning Tromsø;21;100;1;1;0;0;100;21;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T04:00+01:00;2023-03-08T05:00+01:00;08.03.2023;04:00;05:00;Totalt;38;100;1;1;0;0;100;37;1;0;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T05:00+01:00;2023-03-08T06:00+01:00;08.03.2023;05:00;06:00;1;44;100;1;1;0;0;100;34;10;1;3;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T05:00+01:00;2023-03-08T06:00+01:00;08.03.2023;05:00;06:00;2;105;100;1;1;0;0;100;101;4;0;2;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T05:00+01:00;2023-03-08T06:00+01:00;08.03.2023;05:00;06:00;Totalt i retning Kvaløya;44;100;1;1;0;0;100;34;10;1;3;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T05:00+01:00;2023-03-08T06:00+01:00;08.03.2023;05:00;06:00;Totalt i retning Tromsø;105;100;1;1;0;0;100;101;4;0;2;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T05:00+01:00;2023-03-08T06:00+01:00;08.03.2023;05:00;06:00;Totalt;149;100;1;1;0;0;100;135;14;1;5;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T06:00+01:00;2023-03-08T07:00+01:00;08.03.2023;06:00;07:00;1;146;100;1;1;0;0;100;122;24;3;8;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T06:00+01:00;2023-03-08T07:00+01:00;08.03.2023;06:00;07:00;2;471;100;1;1;0;0;100;454;17;4;6;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T06:00+01:00;2023-03-08T07:00+01:00;08.03.2023;06:00;07:00;Totalt i retning Kvaløya;146;100;1;1;0;0;100;122;24;3;8;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T06:00+01:00;2023-03-08T07:00+01:00;08.03.2023;06:00;07:00;Totalt i retning Tromsø;471;100;1;1;0;0;100;454;17;4;6;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T06:00+01:00;2023-03-08T07:00+01:00;08.03.2023;06:00;07:00;Totalt;617;100;1;1;0;0;100;576;41;7;14;19;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T07:00+01:00;2023-03-08T08:00+01:00;08.03.2023;07:00;08:00;1;242;100;1;1;0;0;100;205;37;8;11;17;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T07:00+01:00;2023-03-08T08:00+01:00;08.03.2023;07:00;08:00;2;889;100;1;1;0;0;100;848;41;9;10;20;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T07:00+01:00;2023-03-08T08:00+01:00;08.03.2023;07:00;08:00;Totalt i retning Kvaløya;242;100;1;1;0;0;100;205;37;8;11;17;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T07:00+01:00;2023-03-08T08:00+01:00;08.03.2023;07:00;08:00;Totalt i retning Tromsø;889;100;1;1;0;0;100;848;41;9;10;20;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T07:00+01:00;2023-03-08T08:00+01:00;08.03.2023;07:00;08:00;Totalt;1131;100;1;1;0;0;100;1053;78;17;21;37;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T08:00+01:00;2023-03-08T09:00+01:00;08.03.2023;08:00;09:00;1;269;100;1;1;0;0;100;226;43;12;14;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T08:00+01:00;2023-03-08T09:00+01:00;08.03.2023;08:00;09:00;2;550;100;1;1;0;2;99,64;499;49;15;15;18;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T08:00+01:00;2023-03-08T09:00+01:00;08.03.2023;08:00;09:00;Totalt i retning Kvaløya;269;100;1;1;0;0;100;226;43;12;14;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T08:00+01:00;2023-03-08T09:00+01:00;08.03.2023;08:00;09:00;Totalt i retning Tromsø;550;100;1;1;0;2;99,64;499;49;15;15;18;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T08:00+01:00;2023-03-08T09:00+01:00;08.03.2023;08:00;09:00;Totalt;819;100;1;1;0;2;99,76;725;92;27;29;34;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T09:00+01:00;2023-03-08T10:00+01:00;08.03.2023;09:00;10:00;1;320;100;1;1;0;0;100;278;42;10;15;13;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T09:00+01:00;2023-03-08T10:00+01:00;08.03.2023;09:00;10:00;2;516;100;1;1;0;0;100;479;37;11;9;15;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T09:00+01:00;2023-03-08T10:00+01:00;08.03.2023;09:00;10:00;Totalt i retning Kvaløya;320;100;1;1;0;0;100;278;42;10;15;13;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T09:00+01:00;2023-03-08T10:00+01:00;08.03.2023;09:00;10:00;Totalt i retning Tromsø;516;100;1;1;0;0;100;479;37;11;9;15;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T09:00+01:00;2023-03-08T10:00+01:00;08.03.2023;09:00;10:00;Totalt;836;100;1;1;0;0;100;757;79;21;24;28;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T10:00+01:00;2023-03-08T11:00+01:00;08.03.2023;10:00;11:00;1;330;100;1;1;0;0;100;292;38;15;14;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T10:00+01:00;2023-03-08T11:00+01:00;08.03.2023;10:00;11:00;2;479;100;1;1;0;0;100;449;30;6;14;8;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T10:00+01:00;2023-03-08T11:00+01:00;08.03.2023;10:00;11:00;Totalt i retning Kvaløya;330;100;1;1;0;0;100;292;38;15;14;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T10:00+01:00;2023-03-08T11:00+01:00;08.03.2023;10:00;11:00;Totalt i retning Tromsø;479;100;1;1;0;0;100;449;30;6;14;8;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T10:00+01:00;2023-03-08T11:00+01:00;08.03.2023;10:00;11:00;Totalt;809;100;1;1;0;0;100;741;68;21;28;17;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T11:00+01:00;2023-03-08T12:00+01:00;08.03.2023;11:00;12:00;1;422;100;1;1;0;0;100;390;32;13;10;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T11:00+01:00;2023-03-08T12:00+01:00;08.03.2023;11:00;12:00;2;507;100;1;1;0;0;100;477;30;7;11;9;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T11:00+01:00;2023-03-08T12:00+01:00;08.03.2023;11:00;12:00;Totalt i retning Kvaløya;422;100;1;1;0;0;100;390;32;13;10;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T11:00+01:00;2023-03-08T12:00+01:00;08.03.2023;11:00;12:00;Totalt i retning Tromsø;507;100;1;1;0;0;100;477;30;7;11;9;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T11:00+01:00;2023-03-08T12:00+01:00;08.03.2023;11:00;12:00;Totalt;929;100;1;1;0;0;100;867;62;20;21;18;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T12:00+01:00;2023-03-08T13:00+01:00;08.03.2023;12:00;13:00;1;432;100;1;1;0;0;100;406;26;3;11;11;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T12:00+01:00;2023-03-08T13:00+01:00;08.03.2023;12:00;13:00;2;471;100;1;1;0;0;100;434;37;12;16;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T12:00+01:00;2023-03-08T13:00+01:00;08.03.2023;12:00;13:00;Totalt i retning Kvaløya;432;100;1;1;0;0;100;406;26;3;11;11;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T12:00+01:00;2023-03-08T13:00+01:00;08.03.2023;12:00;13:00;Totalt i retning Tromsø;471;100;1;1;0;0;100;434;37;12;16;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T12:00+01:00;2023-03-08T13:00+01:00;08.03.2023;12:00;13:00;Totalt;903;100;1;1;0;0;100;840;63;15;27;20;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T13:00+01:00;2023-03-08T14:00+01:00;08.03.2023;13:00;14:00;1;462;100;1;1;0;0;100;432;30;7;11;10;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T13:00+01:00;2023-03-08T14:00+01:00;08.03.2023;13:00;14:00;2;446;100;1;1;0;0;100;414;32;6;13;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T13:00+01:00;2023-03-08T14:00+01:00;08.03.2023;13:00;14:00;Totalt i retning Kvaløya;462;100;1;1;0;0;100;432;30;7;11;10;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T13:00+01:00;2023-03-08T14:00+01:00;08.03.2023;13:00;14:00;Totalt i retning Tromsø;446;100;1;1;0;0;100;414;32;6;13;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T13:00+01:00;2023-03-08T14:00+01:00;08.03.2023;13:00;14:00;Totalt;908;100;1;1;0;0;100;846;62;13;24;22;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T14:00+01:00;2023-03-08T15:00+01:00;08.03.2023;14:00;15:00;1;654;100;1;1;0;0;100;623;31;10;9;11;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T14:00+01:00;2023-03-08T15:00+01:00;08.03.2023;14:00;15:00;2;464;100;1;1;0;0;100;419;45;12;20;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T14:00+01:00;2023-03-08T15:00+01:00;08.03.2023;14:00;15:00;Totalt i retning Kvaløya;654;100;1;1;0;0;100;623;31;10;9;11;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T14:00+01:00;2023-03-08T15:00+01:00;08.03.2023;14:00;15:00;Totalt i retning Tromsø;464;100;1;1;0;0;100;419;45;12;20;12;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T14:00+01:00;2023-03-08T15:00+01:00;08.03.2023;14:00;15:00;Totalt;1118;100;1;1;0;0;100;1042;76;22;29;23;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T15:00+01:00;2023-03-08T16:00+01:00;08.03.2023;15:00;16:00;1;889;100;1;1;0;0;100;854;35;9;9;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T15:00+01:00;2023-03-08T16:00+01:00;08.03.2023;15:00;16:00;2;420;100;1;1;0;0;100;377;43;12;12;18;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T15:00+01:00;2023-03-08T16:00+01:00;08.03.2023;15:00;16:00;Totalt i retning Kvaløya;889;100;1;1;0;0;100;854;35;9;9;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T15:00+01:00;2023-03-08T16:00+01:00;08.03.2023;15:00;16:00;Totalt i retning Tromsø;420;100;1;1;0;0;100;377;43;12;12;18;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T15:00+01:00;2023-03-08T16:00+01:00;08.03.2023;15:00;16:00;Totalt;1309;100;1;1;0;0;100;1231;78;21;21;34;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T16:00+01:00;2023-03-08T17:00+01:00;08.03.2023;16:00;17:00;1;845;100;1;1;0;0;100;806;39;8;9;22;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T16:00+01:00;2023-03-08T17:00+01:00;08.03.2023;16:00;17:00;2;388;100;1;1;0;0;100;351;37;11;10;16;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T16:00+01:00;2023-03-08T17:00+01:00;08.03.2023;16:00;17:00;Totalt i retning Kvaløya;845;100;1;1;0;0;100;806;39;8;9;22;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T16:00+01:00;2023-03-08T17:00+01:00;08.03.2023;16:00;17:00;Totalt i retning Tromsø;388;100;1;1;0;0;100;351;37;11;10;16;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T16:00+01:00;2023-03-08T17:00+01:00;08.03.2023;16:00;17:00;Totalt;1233;100;1;1;0;0;100;1157;76;19;19;38;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T17:00+01:00;2023-03-08T18:00+01:00;08.03.2023;17:00;18:00;1;553;100;1;1;0;0;100;527;26;9;5;10;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T17:00+01:00;2023-03-08T18:00+01:00;08.03.2023;17:00;18:00;2;440;100;1;1;0;8;98,18;395;37;4;15;16;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T17:00+01:00;2023-03-08T18:00+01:00;08.03.2023;17:00;18:00;Totalt i retning Kvaløya;553;100;1;1;0;0;100;527;26;9;5;10;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T17:00+01:00;2023-03-08T18:00+01:00;08.03.2023;17:00;18:00;Totalt i retning Tromsø;440;100;1;1;0;8;98,18;395;37;4;15;16;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T17:00+01:00;2023-03-08T18:00+01:00;08.03.2023;17:00;18:00;Totalt;993;100;1;1;0;8;99,19;922;63;13;20;26;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T18:00+01:00;2023-03-08T19:00+01:00;08.03.2023;18:00;19:00;1;460;100;1;1;0;0;100;433;27;6;12;8;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T18:00+01:00;2023-03-08T19:00+01:00;08.03.2023;18:00;19:00;2;327;100;1;1;0;0;100;310;17;3;3;10;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T18:00+01:00;2023-03-08T19:00+01:00;08.03.2023;18:00;19:00;Totalt i retning Kvaløya;460;100;1;1;0;0;100;433;27;6;12;8;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T18:00+01:00;2023-03-08T19:00+01:00;08.03.2023;18:00;19:00;Totalt i retning Tromsø;327;100;1;1;0;0;100;310;17;3;3;10;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T18:00+01:00;2023-03-08T19:00+01:00;08.03.2023;18:00;19:00;Totalt;787;100;1;1;0;0;100;743;44;9;15;18;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T19:00+01:00;2023-03-08T20:00+01:00;08.03.2023;19:00;20:00;1;363;100;1;1;0;0;100;348;15;4;4;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T19:00+01:00;2023-03-08T20:00+01:00;08.03.2023;19:00;20:00;2;288;100;1;1;0;0;100;268;20;3;10;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T19:00+01:00;2023-03-08T20:00+01:00;08.03.2023;19:00;20:00;Totalt i retning Kvaløya;363;100;1;1;0;0;100;348;15;4;4;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T19:00+01:00;2023-03-08T20:00+01:00;08.03.2023;19:00;20:00;Totalt i retning Tromsø;288;100;1;1;0;0;100;268;20;3;10;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T19:00+01:00;2023-03-08T20:00+01:00;08.03.2023;19:00;20:00;Totalt;651;100;1;1;0;0;100;616;35;7;14;14;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T20:00+01:00;2023-03-08T21:00+01:00;08.03.2023;20:00;21:00;1;299;100;1;1;0;0;100;283;16;1;6;7;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T20:00+01:00;2023-03-08T21:00+01:00;08.03.2023;20:00;21:00;2;226;100;1;1;0;0;100;215;11;2;2;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T20:00+01:00;2023-03-08T21:00+01:00;08.03.2023;20:00;21:00;Totalt i retning Kvaløya;299;100;1;1;0;0;100;283;16;1;6;7;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T20:00+01:00;2023-03-08T21:00+01:00;08.03.2023;20:00;21:00;Totalt i retning Tromsø;226;100;1;1;0;0;100;215;11;2;2;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T20:00+01:00;2023-03-08T21:00+01:00;08.03.2023;20:00;21:00;Totalt;525;100;1;1;0;0;100;498;27;3;8;14;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T21:00+01:00;2023-03-08T22:00+01:00;08.03.2023;21:00;22:00;1;223;100;1;1;0;0;100;209;14;2;3;7;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T21:00+01:00;2023-03-08T22:00+01:00;08.03.2023;21:00;22:00;2;151;100;1;1;0;0;100;145;6;0;0;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T21:00+01:00;2023-03-08T22:00+01:00;08.03.2023;21:00;22:00;Totalt i retning Kvaløya;223;100;1;1;0;0;100;209;14;2;3;7;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T21:00+01:00;2023-03-08T22:00+01:00;08.03.2023;21:00;22:00;Totalt i retning Tromsø;151;100;1;1;0;0;100;145;6;0;0;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T21:00+01:00;2023-03-08T22:00+01:00;08.03.2023;21:00;22:00;Totalt;374;100;1;1;0;0;100;354;20;2;3;13;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T22:00+01:00;2023-03-08T23:00+01:00;08.03.2023;22:00;23:00;1;186;100;1;1;0;0;100;181;5;0;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T22:00+01:00;2023-03-08T23:00+01:00;08.03.2023;22:00;23:00;2;114;100;1;1;0;0;100;102;12;4;3;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T22:00+01:00;2023-03-08T23:00+01:00;08.03.2023;22:00;23:00;Totalt i retning Kvaløya;186;100;1;1;0;0;100;181;5;0;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T22:00+01:00;2023-03-08T23:00+01:00;08.03.2023;22:00;23:00;Totalt i retning Tromsø;114;100;1;1;0;0;100;102;12;4;3;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T22:00+01:00;2023-03-08T23:00+01:00;08.03.2023;22:00;23:00;Totalt;300;100;1;1;0;0;100;283;17;4;4;8;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T23:00+01:00;2023-03-09T00:00+01:00;08.03.2023;23:00;00:00;1;110;100;1;1;0;0;100;105;5;0;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T23:00+01:00;2023-03-09T00:00+01:00;08.03.2023;23:00;00:00;2;66;100;1;1;0;0;100;57;9;2;1;4;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T23:00+01:00;2023-03-09T00:00+01:00;08.03.2023;23:00;00:00;Totalt i retning Kvaløya;110;100;1;1;0;0;100;105;5;0;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T23:00+01:00;2023-03-09T00:00+01:00;08.03.2023;23:00;00:00;Totalt i retning Tromsø;66;100;1;1;0;0;100;57;9;2;1;4;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-08T23:00+01:00;2023-03-09T00:00+01:00;08.03.2023;23:00;00:00;Totalt;176;100;1;1;0;0;100;162;14;2;2;8;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-08T00:00+01:00;2023-03-08T01:00+01:00;08.03.2023;00:00;01:00;1;19;100;1;1;0;0;100;13;6;2;1;3;0;0;0
