Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T02:00+01:00;2019-03-08T03:00+01:00;08.03.2019;02:00;03:00;2;23;100;1;1;0;0;100;22;1;0;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T02:00+01:00;2019-03-08T03:00+01:00;08.03.2019;02:00;03:00;Totalt i retning Kvaløya;32;100;1;1;0;0;100;30;2;0;2;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T02:00+01:00;2019-03-08T03:00+01:00;08.03.2019;02:00;03:00;Totalt i retning Tromsø;23;100;1;1;0;0;100;22;1;0;1;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T02:00+01:00;2019-03-08T03:00+01:00;08.03.2019;02:00;03:00;Totalt;55;100;1;1;0;0;100;52;3;0;3;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T03:00+01:00;2019-03-08T04:00+01:00;08.03.2019;03:00;04:00;1;21;100;1;1;0;0;100;17;4;2;2;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T03:00+01:00;2019-03-08T04:00+01:00;08.03.2019;03:00;04:00;2;13;100;1;1;0;0;100;13;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T03:00+01:00;2019-03-08T04:00+01:00;08.03.2019;03:00;04:00;Totalt i retning Kvaløya;21;100;1;1;0;0;100;17;4;2;2;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T03:00+01:00;2019-03-08T04:00+01:00;08.03.2019;03:00;04:00;Totalt i retning Tromsø;13;100;1;1;0;0;100;13;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T03:00+01:00;2019-03-08T04:00+01:00;08.03.2019;03:00;04:00;Totalt;34;100;1;1;0;0;100;30;4;2;2;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T04:00+01:00;2019-03-08T05:00+01:00;08.03.2019;04:00;05:00;1;9;100;1;1;0;0;100;8;1;0;0;0;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T04:00+01:00;2019-03-08T05:00+01:00;08.03.2019;04:00;05:00;2;18;100;1;1;0;0;100;18;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T04:00+01:00;2019-03-08T05:00+01:00;08.03.2019;04:00;05:00;Totalt i retning Kvaløya;9;100;1;1;0;0;100;8;1;0;0;0;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T04:00+01:00;2019-03-08T05:00+01:00;08.03.2019;04:00;05:00;Totalt i retning Tromsø;18;100;1;1;0;0;100;18;0;0;0;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T04:00+01:00;2019-03-08T05:00+01:00;08.03.2019;04:00;05:00;Totalt;27;100;1;1;0;0;100;26;1;0;0;0;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T05:00+01:00;2019-03-08T06:00+01:00;08.03.2019;05:00;06:00;1;30;100;1;1;0;0;100;26;4;1;3;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T05:00+01:00;2019-03-08T06:00+01:00;08.03.2019;05:00;06:00;2;76;100;1;1;0;0;100;73;3;2;0;1;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T05:00+01:00;2019-03-08T06:00+01:00;08.03.2019;05:00;06:00;Totalt i retning Kvaløya;30;100;1;1;0;0;100;26;4;1;3;0;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T05:00+01:00;2019-03-08T06:00+01:00;08.03.2019;05:00;06:00;Totalt i retning Tromsø;76;100;1;1;0;0;100;73;3;2;0;1;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T05:00+01:00;2019-03-08T06:00+01:00;08.03.2019;05:00;06:00;Totalt;106;100;1;1;0;0;100;99;7;3;3;1;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T06:00+01:00;2019-03-08T07:00+01:00;08.03.2019;06:00;07:00;1;112;100;1;1;0;0;100;89;23;2;14;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T06:00+01:00;2019-03-08T07:00+01:00;08.03.2019;06:00;07:00;2;438;100;1;1;0;0;100;427;11;0;8;3;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T06:00+01:00;2019-03-08T07:00+01:00;08.03.2019;06:00;07:00;Totalt i retning Kvaløya;111;100;1;1;0;0;100;89;22;2;13;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T06:00+01:00;2019-03-08T07:00+01:00;08.03.2019;06:00;07:00;Totalt i retning Tromsø;439;100;1;1;0;0;100;427;12;0;9;3;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T06:00+01:00;2019-03-08T07:00+01:00;08.03.2019;06:00;07:00;Totalt;550;100;1;1;0;0;100;516;34;2;22;10;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T07:00+01:00;2019-03-08T08:00+01:00;08.03.2019;07:00;08:00;1;222;100;1;1;0;0;100;194;28;6;14;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T07:00+01:00;2019-03-08T08:00+01:00;08.03.2019;07:00;08:00;2;1046;100;1;1;0;0;100;1012;34;6;22;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T07:00+01:00;2019-03-08T08:00+01:00;08.03.2019;07:00;08:00;Totalt i retning Kvaløya;222;100;1;1;0;0;100;194;28;6;14;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T07:00+01:00;2019-03-08T08:00+01:00;08.03.2019;07:00;08:00;Totalt i retning Tromsø;1046;100;1;1;0;0;100;1012;34;6;22;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T07:00+01:00;2019-03-08T08:00+01:00;08.03.2019;07:00;08:00;Totalt;1268;100;1;1;0;0;100;1206;62;12;36;14;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T08:00+01:00;2019-03-08T09:00+01:00;08.03.2019;08:00;09:00;1;269;100;1;1;0;0;100;231;38;14;17;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T08:00+01:00;2019-03-08T09:00+01:00;08.03.2019;08:00;09:00;2;630;100;1;1;0;0;100;599;31;9;15;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T08:00+01:00;2019-03-08T09:00+01:00;08.03.2019;08:00;09:00;Totalt i retning Kvaløya;269;100;1;1;0;0;100;231;38;14;17;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T08:00+01:00;2019-03-08T09:00+01:00;08.03.2019;08:00;09:00;Totalt i retning Tromsø;630;100;1;1;0;0;100;599;31;9;15;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T08:00+01:00;2019-03-08T09:00+01:00;08.03.2019;08:00;09:00;Totalt;899;100;1;1;0;0;100;830;69;23;32;13;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T09:00+01:00;2019-03-08T10:00+01:00;08.03.2019;09:00;10:00;1;335;100;1;1;0;0;100;304;31;10;15;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T09:00+01:00;2019-03-08T10:00+01:00;08.03.2019;09:00;10:00;2;484;100;1;1;0;0;100;448;36;10;19;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T09:00+01:00;2019-03-08T10:00+01:00;08.03.2019;09:00;10:00;Totalt i retning Kvaløya;335;100;1;1;0;0;100;304;31;10;15;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T09:00+01:00;2019-03-08T10:00+01:00;08.03.2019;09:00;10:00;Totalt i retning Tromsø;484;100;1;1;0;0;100;448;36;10;19;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T09:00+01:00;2019-03-08T10:00+01:00;08.03.2019;09:00;10:00;Totalt;819;100;1;1;0;0;100;752;67;20;34;13;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T10:00+01:00;2019-03-08T11:00+01:00;08.03.2019;10:00;11:00;1;440;100;1;1;0;0;100;401;39;17;16;4;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T10:00+01:00;2019-03-08T11:00+01:00;08.03.2019;10:00;11:00;2;490;100;1;1;0;0;100;459;31;10;15;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T10:00+01:00;2019-03-08T11:00+01:00;08.03.2019;10:00;11:00;Totalt i retning Kvaløya;440;100;1;1;0;0;100;401;39;17;16;4;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T10:00+01:00;2019-03-08T11:00+01:00;08.03.2019;10:00;11:00;Totalt i retning Tromsø;490;100;1;1;0;0;100;459;31;10;15;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T10:00+01:00;2019-03-08T11:00+01:00;08.03.2019;10:00;11:00;Totalt;930;100;1;1;0;0;100;860;70;27;31;10;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T11:00+01:00;2019-03-08T12:00+01:00;08.03.2019;11:00;12:00;1;523;100;1;1;0;0;100;490;33;12;14;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T11:00+01:00;2019-03-08T12:00+01:00;08.03.2019;11:00;12:00;2;559;100;1;1;0;0;100;527;32;11;17;3;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T11:00+01:00;2019-03-08T12:00+01:00;08.03.2019;11:00;12:00;Totalt i retning Kvaløya;523;100;1;1;0;0;100;490;33;12;14;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T11:00+01:00;2019-03-08T12:00+01:00;08.03.2019;11:00;12:00;Totalt i retning Tromsø;559;100;1;1;0;0;100;527;32;11;17;3;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T11:00+01:00;2019-03-08T12:00+01:00;08.03.2019;11:00;12:00;Totalt;1082;100;1;1;0;0;100;1017;65;23;31;10;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T12:00+01:00;2019-03-08T13:00+01:00;08.03.2019;12:00;13:00;1;641;100;1;1;0;0;100;609;32;8;15;6;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T12:00+01:00;2019-03-08T13:00+01:00;08.03.2019;12:00;13:00;2;575;100;1;1;0;0;100;545;30;10;16;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T12:00+01:00;2019-03-08T13:00+01:00;08.03.2019;12:00;13:00;Totalt i retning Kvaløya;641;100;1;1;0;0;100;609;32;8;15;6;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T12:00+01:00;2019-03-08T13:00+01:00;08.03.2019;12:00;13:00;Totalt i retning Tromsø;575;100;1;1;0;0;100;545;30;10;16;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T12:00+01:00;2019-03-08T13:00+01:00;08.03.2019;12:00;13:00;Totalt;1216;100;1;1;0;0;100;1154;62;18;31;10;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T13:00+01:00;2019-03-08T14:00+01:00;08.03.2019;13:00;14:00;1;726;100;1;1;0;0;100;691;35;10;20;5;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T13:00+01:00;2019-03-08T14:00+01:00;08.03.2019;13:00;14:00;2;581;100;1;1;0;0;100;556;25;9;11;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T13:00+01:00;2019-03-08T14:00+01:00;08.03.2019;13:00;14:00;Totalt i retning Kvaløya;726;100;1;1;0;0;100;691;35;10;20;5;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T13:00+01:00;2019-03-08T14:00+01:00;08.03.2019;13:00;14:00;Totalt i retning Tromsø;581;100;1;1;0;0;100;556;25;9;11;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T13:00+01:00;2019-03-08T14:00+01:00;08.03.2019;13:00;14:00;Totalt;1307;100;1;1;0;0;100;1247;60;19;31;9;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T14:00+01:00;2019-03-08T15:00+01:00;08.03.2019;14:00;15:00;1;828;100;1;1;0;1;99,88;792;35;10;18;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T14:00+01:00;2019-03-08T15:00+01:00;08.03.2019;14:00;15:00;2;612;100;1;1;0;0;100;576;36;9;20;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T14:00+01:00;2019-03-08T15:00+01:00;08.03.2019;14:00;15:00;Totalt i retning Kvaløya;828;100;1;1;0;1;99,88;792;35;10;18;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T14:00+01:00;2019-03-08T15:00+01:00;08.03.2019;14:00;15:00;Totalt i retning Tromsø;612;100;1;1;0;0;100;576;36;9;20;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T14:00+01:00;2019-03-08T15:00+01:00;08.03.2019;14:00;15:00;Totalt;1440;100;1;1;0;1;99,93;1368;71;19;38;13;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T15:00+01:00;2019-03-08T16:00+01:00;08.03.2019;15:00;16:00;1;1199;100;1;1;0;1;99,92;1155;43;12;21;8;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T15:00+01:00;2019-03-08T16:00+01:00;08.03.2019;15:00;16:00;2;627;100;1;1;0;1;99,84;595;31;8;17;5;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T15:00+01:00;2019-03-08T16:00+01:00;08.03.2019;15:00;16:00;Totalt i retning Kvaløya;1198;100;1;1;0;0;100;1155;43;12;21;8;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T15:00+01:00;2019-03-08T16:00+01:00;08.03.2019;15:00;16:00;Totalt i retning Tromsø;628;100;1;1;0;2;99,68;595;31;8;17;5;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T15:00+01:00;2019-03-08T16:00+01:00;08.03.2019;15:00;16:00;Totalt;1826;100;1;1;0;2;99,89;1750;74;20;38;13;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T16:00+01:00;2019-03-08T17:00+01:00;08.03.2019;16:00;17:00;1;950;100;1;1;0;0;100;914;36;10;18;7;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T16:00+01:00;2019-03-08T17:00+01:00;08.03.2019;16:00;17:00;2;519;100;1;1;0;0;100;487;32;7;16;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T16:00+01:00;2019-03-08T17:00+01:00;08.03.2019;16:00;17:00;Totalt i retning Kvaløya;950;100;1;1;0;0;100;914;36;10;18;7;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T16:00+01:00;2019-03-08T17:00+01:00;08.03.2019;16:00;17:00;Totalt i retning Tromsø;519;100;1;1;0;0;100;487;32;7;16;9;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T16:00+01:00;2019-03-08T17:00+01:00;08.03.2019;16:00;17:00;Totalt;1469;100;1;1;0;0;100;1401;68;17;34;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T17:00+01:00;2019-03-08T18:00+01:00;08.03.2019;17:00;18:00;1;647;100;1;1;0;0;100;631;16;4;8;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T17:00+01:00;2019-03-08T18:00+01:00;08.03.2019;17:00;18:00;2;505;100;1;1;0;0;100;481;24;6;12;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T17:00+01:00;2019-03-08T18:00+01:00;08.03.2019;17:00;18:00;Totalt i retning Kvaløya;647;100;1;1;0;0;100;631;16;4;8;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T17:00+01:00;2019-03-08T18:00+01:00;08.03.2019;17:00;18:00;Totalt i retning Tromsø;505;100;1;1;0;0;100;481;24;6;12;6;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T17:00+01:00;2019-03-08T18:00+01:00;08.03.2019;17:00;18:00;Totalt;1152;100;1;1;0;0;100;1112;40;10;20;10;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T18:00+01:00;2019-03-08T19:00+01:00;08.03.2019;18:00;19:00;1;602;100;1;1;0;0;100;564;38;14;15;8;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T18:00+01:00;2019-03-08T19:00+01:00;08.03.2019;18:00;19:00;2;431;100;1;1;0;0;100;414;17;4;5;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T18:00+01:00;2019-03-08T19:00+01:00;08.03.2019;18:00;19:00;Totalt i retning Kvaløya;602;100;1;1;0;0;100;564;38;14;15;8;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T18:00+01:00;2019-03-08T19:00+01:00;08.03.2019;18:00;19:00;Totalt i retning Tromsø;431;100;1;1;0;0;100;414;17;4;5;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T18:00+01:00;2019-03-08T19:00+01:00;08.03.2019;18:00;19:00;Totalt;1033;100;1;1;0;0;100;978;55;18;20;16;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T19:00+01:00;2019-03-08T20:00+01:00;08.03.2019;19:00;20:00;1;469;100;1;1;0;0;100;436;33;19;11;2;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T19:00+01:00;2019-03-08T20:00+01:00;08.03.2019;19:00;20:00;2;353;100;1;1;0;0;100;342;11;3;6;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T19:00+01:00;2019-03-08T20:00+01:00;08.03.2019;19:00;20:00;Totalt i retning Kvaløya;469;100;1;1;0;0;100;436;33;19;11;2;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T19:00+01:00;2019-03-08T20:00+01:00;08.03.2019;19:00;20:00;Totalt i retning Tromsø;353;100;1;1;0;0;100;342;11;3;6;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T19:00+01:00;2019-03-08T20:00+01:00;08.03.2019;19:00;20:00;Totalt;822;100;1;1;0;0;100;778;44;22;17;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T20:00+01:00;2019-03-08T21:00+01:00;08.03.2019;20:00;21:00;1;359;100;1;1;0;0;100;344;15;6;7;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T20:00+01:00;2019-03-08T21:00+01:00;08.03.2019;20:00;21:00;2;230;100;1;1;0;0;100;225;5;1;3;1;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T20:00+01:00;2019-03-08T21:00+01:00;08.03.2019;20:00;21:00;Totalt i retning Kvaløya;359;100;1;1;0;0;100;344;15;6;7;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T20:00+01:00;2019-03-08T21:00+01:00;08.03.2019;20:00;21:00;Totalt i retning Tromsø;230;100;1;1;0;0;100;225;5;1;3;1;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T20:00+01:00;2019-03-08T21:00+01:00;08.03.2019;20:00;21:00;Totalt;589;100;1;1;0;0;100;569;20;7;10;3;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T21:00+01:00;2019-03-08T22:00+01:00;08.03.2019;21:00;22:00;1;262;100;1;1;0;0;100;252;10;3;2;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T21:00+01:00;2019-03-08T22:00+01:00;08.03.2019;21:00;22:00;2;188;100;1;1;0;0;100;179;9;3;4;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T21:00+01:00;2019-03-08T22:00+01:00;08.03.2019;21:00;22:00;Totalt i retning Kvaløya;262;100;1;1;0;0;100;252;10;3;2;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T21:00+01:00;2019-03-08T22:00+01:00;08.03.2019;21:00;22:00;Totalt i retning Tromsø;188;100;1;1;0;0;100;179;9;3;4;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T21:00+01:00;2019-03-08T22:00+01:00;08.03.2019;21:00;22:00;Totalt;450;100;1;1;0;0;100;431;19;6;6;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T22:00+01:00;2019-03-08T23:00+01:00;08.03.2019;22:00;23:00;1;200;100;1;1;0;0;100;194;6;2;2;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T22:00+01:00;2019-03-08T23:00+01:00;08.03.2019;22:00;23:00;2;199;100;1;1;0;0;100;191;8;0;6;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T22:00+01:00;2019-03-08T23:00+01:00;08.03.2019;22:00;23:00;Totalt i retning Kvaløya;200;100;1;1;0;0;100;194;6;2;2;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T22:00+01:00;2019-03-08T23:00+01:00;08.03.2019;22:00;23:00;Totalt i retning Tromsø;199;100;1;1;0;0;100;191;8;0;6;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T22:00+01:00;2019-03-08T23:00+01:00;08.03.2019;22:00;23:00;Totalt;399;100;1;1;0;0;100;385;14;2;8;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T23:00+01:00;2019-03-09T00:00+01:00;08.03.2019;23:00;00:00;1;140;100;1;1;0;0;100;134;6;1;3;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T23:00+01:00;2019-03-09T00:00+01:00;08.03.2019;23:00;00:00;2;145;100;1;1;0;0;100;133;12;6;4;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T23:00+01:00;2019-03-09T00:00+01:00;08.03.2019;23:00;00:00;Totalt i retning Kvaløya;140;100;1;1;0;0;100;134;6;1;3;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T23:00+01:00;2019-03-09T00:00+01:00;08.03.2019;23:00;00:00;Totalt i retning Tromsø;145;100;1;1;0;0;100;133;12;6;4;2;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2019-03-08T23:00+01:00;2019-03-09T00:00+01:00;08.03.2019;23:00;00:00;Totalt;285;100;1;1;0;0;100;267;18;7;7;4;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2019-03-08T00:00+01:00;2019-03-08T01:00+01:00;08.03.2019;00:00;01:00;1;25;100;1;1;0;0;100;23;2;1;0;0;1;1;0
