Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Sesong;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;7428;6984;7872;100;91;91;0;15;99,8;3;7233;181;64;89;22;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;6636;6269;7003;100;91;91;0;351;94,7;4;5635;650;228;152;198;72;60;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;3240;3051;3429;100;91;91;0;1;100;6;2931;307;115;80;108;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;11616;10951;12281;100;91;91;0;390;96,6;Totalt i retning Langnestunnelen;9963;1263;366;403;404;90;77;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;10007;9453;10561;100;91;91;0;27;99,7;Totalt i retning Hamna;9690;290;104;142;28;16;15;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;21623;20409;22837;100;91;91;0;417;98,1;Totalt;19652;1553;470;545;432;107;93;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;2322;2177;2467;100;90;90;0;13;99,4;1;2224;85;35;38;4;8;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;1774;1636;1912;100;90;90;0;43;97,6;2;1441;290;21;159;97;13;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;7414;6904;7924;100;90;90;0;17;99,8;3;7251;146;55;65;21;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;6280;5882;6678;100;90;90;0;359;94,3;4;5376;545;188;111;184;62;54;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;3003;2798;3208;100;90;90;0;1;100;6;2739;264;98;59;103;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;11058;10324;11792;100;90;90;0;403;96,4;Totalt i retning Langnestunnelen;9556;1099;308;328;384;78;69;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;9735;9093;10377;100;90;90;0;30;99,7;Totalt i retning Hamna;9474;231;90;103;24;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;20793;19419;22167;100;90;90;0;433;97,9;Totalt;19030;1330;398;431;408;93;83;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;2336;2188;2484;100;92;92;0;15;99,4;1;2232;89;33;43;5;8;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;1587;1448;1726;100;92;92;0;28;98,2;2;1279;280;20;159;90;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;7107;6556;7658;100;92;92;0;11;99,8;3;6940;155;60;71;20;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;6263;5811;6715;100;92;92;0;281;95,5;4;5396;586;204;127;191;64;55;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;2964;2737;3191;100;92;92;0;0;100;6;2686;278;104;68;102;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;10815;10005;11625;100;92;92;0;309;97,1;Totalt i retning Langnestunnelen;9362;1144;328;354;383;79;69;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;9442;8754;10130;100;92;92;0;26;99,7;Totalt i retning Hamna;9171;245;93;114;25;13;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;20257;18760;21754;100;92;92;0;335;98,3;Totalt;18533;1389;420;469;408;92;81;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;2390;2235;2545;100;92;92;0;11;99,5;1;2259;120;43;64;5;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;1448;1332;1564;100;92;92;0;17;98,8;2;1157;274;20;157;86;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;7390;6899;7881;100;92;92;0;10;99,9;3;7163;216;80;109;22;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;6415;6012;6818;100;92;92;0;234;96,4;4;5515;666;237;160;202;67;58;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;3241;3017;3465;100;92;92;0;1;100;6;2910;329;127;96;102;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;11106;10388;11824;100;92;92;0;253;97,7;Totalt i retning Langnestunnelen;9583;1270;385;414;389;82;72;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;9778;9145;10411;100;92;92;0;21;99,8;Totalt i retning Hamna;9421;335;122;173;26;14;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;20884;19535;22233;100;92;92;0;274;98,7;Totalt;19004;1605;507;587;415;96;85;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;2614;2492;2736;97,8;91;89;2;17;99,3;1;2486;111;44;54;5;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;1891;1751;2031;97,8;91;89;2;42;97,8;2;1530;320;27;179;100;14;12;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;7640;7174;8106;97,8;91;89;2;15;99,8;3;7433;193;69;94;23;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;6619;6250;6988;97,8;91;89;2;374;94,3;4;5608;636;216;152;195;74;63;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;3174;2982;3366;91,2;91;83;8;1;100;6;2862;312;122;78;108;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;11714;11004;12424;91,2;91;83;8;417;96,4;Totalt i retning Langnestunnelen;10024;1273;367;411;403;92;79;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;10253;9673;10833;97,8;91;89;2;32;99,7;Totalt i retning Hamna;9918;303;112;148;28;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;21996;20688;23304;91,2;91;83;8;449;98;Totalt;19968;1579;480;561;430;108;94;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;2539;2387;2691;96,6;90;87;3;14;99,4;1;2422;102;42;46;5;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;1778;1634;1922;96,6;90;87;3;41;97,7;2;1449;288;21;160;96;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;6934;6424;7444;96,6;90;87;3;21;99,7;3;6781;132;50;59;18;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;6082;5681;6483;96,6;90;87;3;385;93,7;4;5223;474;136;118;164;56;48;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;2680;2435;2925;96,6;90;87;3;1;100;6;2447;232;77;62;90;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;10541;9798;11284;96,6;90;87;3;427;95,9;Totalt i retning Langnestunnelen;9120;994;235;340;350;69;60;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;9472;8825;10119;96,6;90;87;3;35;99,6;Totalt i retning Hamna;9203;234;91;105;23;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;20013;18632;21394;96,6;90;87;3;463;97,7;Totalt;18322;1228;326;444;374;84;74;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;2360;2209;2511;100;92;92;0;16;99,3;1;2256;88;34;42;6;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;1801;1645;1957;100;92;92;0;29;98,4;2;1486;286;21;161;94;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;7055;6518;7592;100;92;92;0;7;99,9;3;6894;154;61;72;17;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;6124;5693;6555;100;92;92;0;304;95;4;5312;508;148;138;166;56;48;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;2899;2682;3116;100;92;92;0;1;100;6;2656;242;77;73;88;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;10824;10030;11618;100;92;92;0;334;96,9;Totalt i retning Langnestunnelen;9454;1036;247;372;348;70;61;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;9414;8740;10088;100;92;92;0;23;99,8;Totalt i retning Hamna;9149;242;95;113;23;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;20239;18772;21706;100;92;92;0;357;98,2;Totalt;18603;1278;341;485;371;81;71;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;2318;2182;2454;98,9;92;91;1;14;99,4;1;2192;112;38;60;6;8;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;1903;1746;2060;98,9;92;91;1;32;98,3;2;1555;315;29;136;137;14;12;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;7053;6571;7535;98,9;92;91;1;11;99,8;3;6833;209;79;104;20;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;6081;5687;6475;98,9;92;91;1;235;96,1;4;5278;568;177;155;176;60;52;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;3075;2879;3271;98,9;92;91;1;1;100;6;2789;284;81;85;116;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;11060;10322;11798;98,9;92;91;1;268;97,6;Totalt i retning Langnestunnelen;9623;1169;288;376;428;78;68;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;9369;8761;9977;98,9;92;91;1;25;99,7;Totalt i retning Hamna;9024;320;117;165;26;13;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;20429;19086;21772;98,9;92;91;1;293;98,6;Totalt;18647;1489;405;540;454;90;79;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;2763;2631;2895;100;91;91;0;15;99,5;1;2623;125;48;61;7;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;2518;2344;2692;100;91;91;0;90;96,4;2;2036;392;34;55;278;24;21;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;7264;6826;7702;100;91;91;0;12;99,8;3;7076;176;66;83;21;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;6499;6139;6859;100;91;91;0;394;93,9;4;5507;598;195;128;199;77;67;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;3140;2957;3323;100;91;91;0;1;100;6;2801;338;85;70;180;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;12157;11448;12866;100;91;91;0;485;96;Totalt i retning Langnestunnelen;10345;1328;314;252;656;106;92;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;10027;9470;10584;100;91;91;0;28;99,7;Totalt i retning Hamna;9698;301;113;144;28;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;22184;20922;23446;100;91;91;0;513;97,7;Totalt;20043;1629;427;396;684;121;106;15
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;2580;2423;2737;100;91;91;0;13;99,5;1;2462;104;40;48;7;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;2363;2177;2549;100;91;91;0;78;96,7;2;1947;338;27;44;245;22;20;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;6749;6283;7215;100;91;91;0;14;99,8;3;6594;141;54;64;18;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;6144;5758;6530;100;91;91;0;358;94,2;4;5281;505;147;91;203;64;57;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;2872;2668;3076;100;91;91;0;2;99,9;6;2558;312;73;63;173;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;11379;10613;12145;100;91;91;0;438;96,2;Totalt i retning Langnestunnelen;9786;1156;247;197;621;89;80;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;9328;8720;9936;100;91;91;0;27;99,7;Totalt i retning Hamna;9056;245;94;112;24;14;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;20707;19335;22079;100;91;91;0;465;97,8;Totalt;18841;1401;342;310;646;103;93;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;2162;2017;2307;100;92;92;0;12;99,4;1;2054;96;27;54;7;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;1931;1755;2107;100;92;92;0;29;98,5;2;1604;298;22;45;212;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;5908;5399;6417;100;92;92;0;6;99,9;3;5766;136;51;66;16;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;5606;5163;6049;100;92;92;0;158;97,2;4;4942;506;146;95;216;50;45;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;2456;2256;2656;100;92;92;0;1;100;6;2168;287;62;65;157;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;9993;9181;10805;100;92;92;0;187;98,1;Totalt i retning Langnestunnelen;8715;1091;230;205;584;72;66;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;8071;7432;8710;100;92;92;0;19;99,8;Totalt i retning Hamna;7819;233;78;120;22;13;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;18064;16614;19514;100;92;92;0;207;98,9;Totalt;16534;1324;308;325;606;85;78;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;2525;2386;2664;100;92;92;0;16;99,4;1;2375;134;44;73;6;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;2129;1950;2308;100;92;92;0;43;98;2;1763;323;32;54;214;22;20;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;7203;6709;7697;100;92;92;0;8;99,9;3;6991;204;75;106;18;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;6652;6221;7083;100;92;92;0;260;96,1;4;5770;622;201;148;205;67;59;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;3067;2871;3263;100;92;92;0;1;100;6;2740;326;78;92;153;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;11849;11052;12646;100;92;92;0;304;97,4;Totalt i retning Langnestunnelen;10274;1271;312;295;571;94;83;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;9727;9101;10353;100;92;92;0;24;99,8;Totalt i retning Hamna;9365;338;118;179;24;16;15;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;21575;20153;22997;100;92;92;0;328;98,5;Totalt;19639;1609;430;474;596;109;97;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;2710;2576;2844;100;91;91;0;16;99,4;1;2574;121;43;61;6;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;2427;2249;2605;100;91;91;0;68;97,2;2;1982;377;36;55;260;27;24;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;7196;6739;7653;100;91;91;0;8;99,9;3;7017;171;61;88;17;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;6826;6421;7231;100;91;91;0;326;95,2;4;5876;625;201;133;217;73;63;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;2978;2795;3161;100;91;91;0;1;100;6;2641;336;81;72;179;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;12231;11473;12989;100;91;91;0;394;96,8;Totalt i retning Langnestunnelen;10499;1338;318;261;655;104;91;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;9907;9326;10488;100;91;91;0;25;99,7;Totalt i retning Hamna;9591;291;103;149;23;16;15;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;22138;20800;23476;100;91;91;0;419;98,1;Totalt;20090;1629;422;409;678;120;106;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2430;2274;2586;100;90;90;0;16;99,3;1;2327;88;35;38;6;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2364;2167;2561;100;90;90;0;61;97,4;2;1968;336;31;42;238;25;23;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;6812;6306;7318;100;90;90;0;8;99,9;3;6679;125;45;61;14;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;6298;5873;6723;100;90;90;0;300;95,2;4;5484;513;159;86;209;58;51;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2730;2527;2933;100;90;90;0;1;100;6;2443;287;69;45;170;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;11391;10573;12209;100;90;90;0;360;96,8;Totalt i retning Langnestunnelen;9895;1136;260;173;617;87;77;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;9242;8593;9891;100;90;90;0;24;99,7;Totalt i retning Hamna;9005;213;81;99;20;14;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;20633;19168;22098;100;90;90;0;384;98,1;Totalt;18900;1349;340;272;637;99;89;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2345;2194;2496;100;92;92;0;19;99,2;1;2233;92;35;44;5;9;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2288;2083;2493;100;92;92;0;59;97,4;2;1901;329;30;44;230;25;22;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;6561;6035;7087;100;92;92;0;8;99,9;3;6409;144;52;71;17;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;6161;5700;6622;100;92;92;0;260;95,8;4;5370;531;162;97;215;58;51;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2665;2458;2872;100;92;92;0;1;100;6;2369;295;66;57;168;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;11114;10251;11977;100;92;92;0;319;97,1;Totalt i retning Langnestunnelen;9640;1155;258;199;613;85;76;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;8906;8240;9572;100;92;92;0;28;99,7;Totalt i retning Hamna;8642;236;86;115;22;13;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;20020;18492;21548;100;92;92;0;347;98,3;Totalt;18282;1391;344;314;635;98;88;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;2406;2269;2543;100;92;92;0;17;99,3;1;2274;115;40;60;5;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;2265;2088;2442;100;92;92;0;50;97,8;2;1885;330;36;57;214;24;21;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;7139;6667;7611;100;92;92;0;8;99,9;3;6936;195;75;97;17;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;6461;6059;6863;100;92;92;0;260;96;4;5631;570;183;130;196;60;52;8
