Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Sesong;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;13127;-;-;-;-;-;-;-;-;Totalt i retning RITØ;12074;1053;333;456;176;88;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;25459;-;-;-;-;-;-;-;-;Totalt;23530;1929;658;840;301;130;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;2662;-;-;-;-;-;-;-;-;1;2607;55;26;23;3;3;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;4232;-;-;-;-;-;-;-;-;2;4002;230;91;106;25;8;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;9097;-;-;-;-;-;-;-;-;3;8315;782;254;315;159;54;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;6510;-;-;-;-;-;-;-;-;4;6005;505;184;201;93;27;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;11759;-;-;-;-;-;-;-;-;Totalt i retning RITØ;10922;837;280;338;162;57;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;10742;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10007;735;275;307;118;35;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-12-01T00:00+01:00;2015-03-01T00:00+01:00;2015;Vinter;22501;-;-;-;-;-;-;-;-;Totalt;20929;1572;555;645;280;92;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;2908;-;-;-;-;-;-;-;-;1;2839;69;31;30;4;4;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;4874;-;-;-;-;-;-;-;-;2;4589;285;124;123;30;8;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;9602;-;-;-;-;-;-;-;-;3;8737;865;261;377;165;62;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;6893;-;-;-;-;-;-;-;-;4;6393;500;176;209;89;26;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;12510;-;-;-;-;-;-;-;-;Totalt i retning RITØ;11576;934;292;407;169;66;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;11767;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10982;785;300;332;119;34;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-03-01T00:00+01:00;2015-06-01T00:00+02:00;2015;Vår;24277;-;-;-;-;-;-;-;-;Totalt;22558;1719;592;739;288;100;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;2598;-;-;-;-;-;-;-;-;1;2511;87;36;43;5;3;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;4694;-;-;-;-;-;-;-;-;2;4296;398;180;170;34;14;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;9407;-;-;-;-;-;-;-;-;3;8353;1054;345;437;202;70;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;6337;-;-;-;-;-;-;-;-;4;5720;617;208;275;102;32;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;12005;-;-;-;-;-;-;-;-;Totalt i retning RITØ;10864;1141;381;480;207;73;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;11031;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10016;1015;388;445;136;46;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-06-01T00:00+02:00;2015-09-01T00:00+02:00;2015;Sommer;23036;-;-;-;-;-;-;-;-;Totalt;20880;2156;769;925;343;119;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;2763;-;-;-;-;-;-;-;-;1;2694;69;31;32;3;3;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;4370;-;-;-;-;-;-;-;-;2;4033;337;155;139;30;13;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;10427;-;-;-;-;-;-;-;-;3;9352;1075;384;435;179;77;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;7229;-;-;-;-;-;-;-;-;4;6553;676;250;275;105;46;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;13190;-;-;-;-;-;-;-;-;Totalt i retning RITØ;12046;1144;415;467;182;80;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;11599;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10586;1013;405;414;135;59;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-09-01T00:00+02:00;2015-12-01T00:00+01:00;2015;Høst;24789;-;-;-;-;-;-;-;-;Totalt;22632;2157;820;881;317;139;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;2430;-;-;-;-;-;-;-;-;1;2349;81;47;27;4;3;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;3722;-;-;-;-;-;-;-;-;2;3467;255;76;135;34;10;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;9493;-;-;-;-;-;-;-;-;3;8409;1084;377;443;184;80;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;6658;-;-;-;-;-;-;-;-;4;5881;777;312;285;129;51;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;10380;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;9348;1032;388;420;163;61;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;11923;-;-;-;-;-;-;-;-;Totalt i retning RITØ;10758;1165;424;470;188;83;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2015-12-01T00:00+01:00;2016-03-01T00:00+01:00;2016;Vinter;22303;-;-;-;-;-;-;-;-;Totalt;20106;2197;812;890;351;144;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;2392;2153;2631;88,6;92;82;10;1;100;1;2299;92;52;33;4;3;3;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;3855;3529;4181;88,6;92;82;10;2;99,9;2;3556;297;97;158;31;11;11;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;9944;9234;10654;88,6;92;82;10;4;100;3;8755;1185;393;550;159;83;81;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;6905;6341;7469;88,6;92;82;10;2;100;4;6075;827;334;306;136;51;50;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;12336;11389;13283;88,6;92;82;10;5;100;Totalt i retning RITØ;11054;1277;445;583;164;86;84;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;10760;9872;11648;88,6;92;82;10;5;100;Totalt i retning Breivikatunnelen;9631;1124;431;464;167;62;61;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-03-01T00:00+01:00;2016-06-01T00:00+02:00;2016;Vår;23096;21262;24930;88,6;92;82;10;9;100;Totalt;20685;2401;876;1047;331;147;144;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;2181;1987;2375;99,8;92;92;0;2;99,9;1;2079;100;53;40;5;3;3;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;3661;3389;3933;99,8;92;92;0;0;100;2;3304;357;111;185;49;12;12;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;7524;6532;8516;94,4;92;87;5;205;97,3;3;6210;1109;378;466;173;91;87;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;6493;6033;6953;99,8;92;92;0;0;100;4;5521;971;369;392;150;60;58;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;9641;8456;10826;94,4;92;87;5;135;98,6;Totalt i retning RITØ;8301;1205;430;504;177;93;89;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;10239;9519;10959;99,8;92;92;0;72;99,3;Totalt i retning Breivikatunnelen;8834;1333;481;578;199;74;72;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-06-01T00:00+02:00;2016-09-01T00:00+02:00;2016;Sommer;19887;18042;21732;94,4;92;87;5;209;98,9;Totalt;17149;2529;910;1076;377;166;160;6
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;2832;2629;3035;98,9;91;90;1;1;100;1;2720;111;62;41;5;3;3;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;4255;3979;4531;98,9;91;90;1;1;100;2;3885;369;106;192;56;15;15;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;10565;9994;11136;98,9;91;90;1;5;100;3;9117;1443;479;609;245;110;108;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;7352;6886;7818;98,9;91;90;1;1;100;4;6330;1021;413;403;141;64;62;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;13398;12626;14170;98,9;91;90;1;6;100;Totalt i retning RITØ;11837;1554;541;650;250;114;111;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;11606;10865;12347;98,9;91;90;1;1;100;Totalt i retning Breivikatunnelen;10215;1390;519;595;197;79;77;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-09-01T00:00+02:00;2016-12-01T00:00+01:00;2016;Høst;25004;23492;26516;98,9;91;90;1;7;100;Totalt;22052;2944;1060;1245;447;193;188;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;2539;2329;2749;100;90;90;0;1;100;1;2463;75;43;25;4;4;3;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;3703;3444;3962;100;90;90;0;0;100;2;3465;238;72;133;25;8;8;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;9617;9055;10179;100;90;90;0;6;99,9;3;8462;1149;421;439;211;78;76;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;6013;5553;6473;100;90;90;0;12;99,8;4;5267;734;312;261;116;46;44;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;12163;11394;12932;100;90;90;0;11;99,9;Totalt i retning RITØ;10926;1226;465;464;215;82;80;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;9709;9015;10403;100;90;90;0;8;99,9;Totalt i retning Breivikatunnelen;8731;971;384;393;141;54;52;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2016-12-01T00:00+01:00;2017-03-01T00:00+01:00;2017;Vinter;21872;20432;23312;100;90;90;0;19;99,9;Totalt;19657;2197;848;857;356;135;131;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;1965;1770;2160;100;92;92;0;8;99,6;1;1884;73;44;23;4;3;3;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;3845;3547;4143;100;92;92;0;1;100;2;3585;259;80;139;30;10;10;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;10032;9385;10679;100;92;92;0;4;100;3;8852;1176;435;444;214;84;82;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;5137;4671;5603;100;92;92;0;3;99,9;4;4525;609;282;209;82;36;35;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;11998;11182;12814;100;92;92;0;13;99,9;Totalt i retning RITØ;10735;1250;478;467;217;88;85;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;8981;8234;9728;100;92;92;0;3;100;Totalt i retning Breivikatunnelen;8110;868;362;348;112;46;45;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-03-01T00:00+01:00;2017-06-01T00:00+02:00;2017;Vår;20980;19426;22534;100;92;92;0;17;99,9;Totalt;18845;2118;840;815;329;134;130;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;1885;1714;2056;100;92;92;0;2;99,9;1;1806;77;37;32;4;3;3;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;3665;3383;3947;100;92;92;0;2;99,9;2;3341;322;99;176;32;16;15;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;9465;8812;10118;95,7;92;88;4;29;99,7;3;8117;1319;427;576;217;100;97;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;5280;4801;5759;100;92;92;0;4;99,9;4;4519;757;304;307;99;47;46;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;11349;10548;12150;95,7;92;88;4;22;99,8;Totalt i retning RITØ;9928;1399;465;609;221;104;101;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;8954;8212;9696;100;92;92;0;14;99,8;Totalt i retning Breivikatunnelen;7861;1078;403;482;131;62;61;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-06-01T00:00+02:00;2017-09-01T00:00+02:00;2017;Sommer;20336;18846;21826;96,7;92;89;3;38;99,8;Totalt;17812;2486;871;1097;352;165;161;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;3500;3022;3978;100;91;91;0;132;96,2;1;3192;176;83;64;12;17;15;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;5553;5225;5881;100;91;91;0;1;100;2;5194;359;117;191;32;18;18;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;10170;9572;10768;100;91;91;0;17;99,8;3;8936;1217;424;512;193;88;85;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;7667;7125;8209;100;91;91;0;150;98;4;6660;857;370;327;105;54;51;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;13712;12751;14673;100;91;91;0;168;98,8;Totalt i retning RITØ;12140;1404;510;580;207;108;102;6
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;13178;12342;14014;100;91;91;0;131;99;Totalt i retning Breivikatunnelen;11842;1204;484;515;136;69;66;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-09-01T00:00+02:00;2017-12-01T00:00+01:00;2017;Høst;26890;25166;28614;100;91;91;0;299;98,9;Totalt;23982;2609;994;1095;343;178;169;9
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;2532;2274;2790;99,9;90;90;0;205;91,9;1;2221;106;54;32;8;13;11;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;4672;4391;4953;99,9;90;90;0;1;100;2;4407;264;86;139;23;16;16;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;6543;5590;7496;99,9;90;90;0;60;99,1;3;5790;693;230;279;132;52;50;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;6753;6275;7231;94,4;90;85;5;0;100;4;6016;737;339;246;118;34;33;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;8958;7876;10040;99,9;90;90;0;175;98;Totalt i retning RITØ;7996;787;281;307;138;61;58;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;11521;10748;12294;94,4;90;85;5;96;99,2;Totalt i retning Breivikatunnelen;10413;1012;428;387;143;54;51;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2017-12-01T00:00+01:00;2018-03-01T00:00+01:00;2018;Vinter;20746;18994;22498;94,4;90;85;5;280;98,7;Totalt;18635;1831;719;708;287;118;112;6
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;2482;2234;2730;100;92;92;0;2;99,9;1;2391;89;51;30;4;4;4;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;4834;4500;5168;100;92;92;0;1;100;2;4550;283;88;153;25;16;16;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;8443;7665;9221;100;92;92;0;77;99,1;3;7472;894;286;385;155;68;65;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;6834;6334;7334;100;92;92;0;1;100;4;6066;767;362;262;110;33;32;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;10917;10004;11830;100;92;92;0;75;99,3;Totalt i retning RITØ;9862;980;336;414;158;72;69;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;11676;10844;12508;100;92;92;0;7;99,9;Totalt i retning Breivikatunnelen;10617;1052;451;416;135;50;48;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-03-01T00:00+01:00;2018-06-01T00:00+02:00;2018;Vår;22593;20927;24259;100;92;92;0;82;99,6;Totalt;20479;2032;787;830;294;122;117;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;2575;2370;2780;100;92;92;0;64;97,5;1;2404;108;46;48;6;8;7;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;4724;4438;5010;100;92;92;0;1;100;2;4359;364;112;193;41;17;16;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;9044;8488;9600;100;92;92;0;4;100;3;7885;1155;347;536;190;81;79;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;6567;6119;7015;100;92;92;0;1;100;4;5630;936;413;342;142;40;39;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;11592;10859;12325;100;92;92;0;46;99,6;Totalt i retning RITØ;10286;1260;392;583;196;89;86;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;11318;10592;12044;100;92;92;0;24;99,8;Totalt i retning Breivikatunnelen;9992;1302;525;536;183;58;56;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-06-01T00:00+02:00;2018-09-01T00:00+02:00;2018;Sommer;22910;21457;24363;100;92;92;0;70;99,7;Totalt;20278;2562;918;1119;379;146;142;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;3235;3009;3461;98,9;91;90;1;1;100;1;3115;118;59;49;5;5;5;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;5256;4967;5545;98,9;91;90;1;4;99,9;2;4898;353;110;195;33;16;15;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;9747;9208;10286;98,9;91;90;1;8;99,9;3;8556;1183;394;532;174;83;81;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;7168;6728;7608;98,9;91;90;1;3;100;4;6205;960;456;344;116;44;43;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;12981;12218;13744;98,9;91;90;1;8;99,9;Totalt i retning RITØ;11671;1302;454;581;179;88;86;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;12423;11698;13148;98,9;91;90;1;6;100;Totalt i retning Breivikatunnelen;11103;1313;566;539;149;60;58;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-09-01T00:00+02:00;2018-12-01T00:00+01:00;2018;Høst;25405;23918;26892;98,9;91;90;1;15;99,9;Totalt;22775;2615;1020;1120;328;148;144;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;3034;2799;3269;100;90;90;0;1;100;1;2936;97;54;34;4;5;5;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;4654;4370;4938;100;90;90;0;1;100;2;4405;248;78;135;25;10;10;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;8777;8222;9332;100;90;90;0;6;99,9;3;7843;928;297;410;162;58;57;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;6677;6213;7141;100;90;90;0;1;100;4;5839;837;385;289;129;35;33;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;11812;11025;12599;100;90;90;0;8;99,9;Totalt i retning RITØ;10779;1026;351;444;166;64;62;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;11331;10593;12069;100;90;90;0;2;100;Totalt i retning Breivikatunnelen;10244;1085;463;424;154;44;42;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2018-12-01T00:00+01:00;2019-03-01T00:00+01:00;2019;Vinter;23143;21618;24668;100;90;90;0;9;100;Totalt;21023;2111;815;868;319;109;105;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;2941;2691;3191;100;92;92;0;1;100;1;2848;92;45;38;4;5;5;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;4785;4463;5107;100;92;92;0;1;100;2;4499;285;84;154;35;12;12;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;9025;8428;9622;100;92;92;0;12;99,9;3;8075;938;274;442;155;66;64;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;6732;6244;7220;100;92;92;0;1;100;4;5912;819;376;295;115;34;33;1
