Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-01-01T00:00+01:00;2013-02-01T00:00+01:00;2013;1;7418;-;-;-;-;-;-;-;-;1;7111;307;92;150;55;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-01-01T00:00+01:00;2013-02-01T00:00+01:00;2013;1;7428;-;-;-;-;-;-;-;-;2;7108;320;97;156;57;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-01-01T00:00+01:00;2013-02-01T00:00+01:00;2013;1;7418;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7111;307;92;150;55;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-01-01T00:00+01:00;2013-02-01T00:00+01:00;2013;1;7428;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7108;320;97;156;57;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-01-01T00:00+01:00;2013-02-01T00:00+01:00;2013;1;14846;-;-;-;-;-;-;-;-;Totalt;14219;627;189;306;112;20;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-02-01T00:00+01:00;2013-03-01T00:00+01:00;2013;2;7380;-;-;-;-;-;-;-;-;1;7110;270;71;124;68;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-02-01T00:00+01:00;2013-03-01T00:00+01:00;2013;2;7437;-;-;-;-;-;-;-;-;2;7114;323;97;147;68;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-02-01T00:00+01:00;2013-03-01T00:00+01:00;2013;2;7380;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7110;270;71;124;68;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-02-01T00:00+01:00;2013-03-01T00:00+01:00;2013;2;7437;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7114;323;97;147;68;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-02-01T00:00+01:00;2013-03-01T00:00+01:00;2013;2;14817;-;-;-;-;-;-;-;-;Totalt;14224;593;168;271;136;18;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-03-01T00:00+01:00;2013-04-01T00:00+02:00;2013;3;6754;-;-;-;-;-;-;-;-;1;6475;279;74;140;54;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-03-01T00:00+01:00;2013-04-01T00:00+02:00;2013;3;6765;-;-;-;-;-;-;-;-;2;6462;303;85;150;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-03-01T00:00+01:00;2013-04-01T00:00+02:00;2013;3;6754;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;6475;279;74;140;54;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-03-01T00:00+01:00;2013-04-01T00:00+02:00;2013;3;6765;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;6462;303;85;150;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-03-01T00:00+01:00;2013-04-01T00:00+02:00;2013;3;13519;-;-;-;-;-;-;-;-;Totalt;12937;582;159;290;111;22;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-04-01T00:00+02:00;2013-05-01T00:00+02:00;2013;4;7881;-;-;-;-;-;-;-;-;1;7562;319;95;154;62;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-04-01T00:00+02:00;2013-05-01T00:00+02:00;2013;4;7896;-;-;-;-;-;-;-;-;2;7562;334;102;160;63;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-04-01T00:00+02:00;2013-05-01T00:00+02:00;2013;4;7881;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7562;319;95;154;62;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-04-01T00:00+02:00;2013-05-01T00:00+02:00;2013;4;7896;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7562;334;102;160;63;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-04-01T00:00+02:00;2013-05-01T00:00+02:00;2013;4;15777;-;-;-;-;-;-;-;-;Totalt;15124;653;197;314;125;17;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-05-01T00:00+02:00;2013-06-01T00:00+02:00;2013;5;8425;-;-;-;-;-;-;-;-;1;8044;381;120;194;59;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-05-01T00:00+02:00;2013-06-01T00:00+02:00;2013;5;8407;-;-;-;-;-;-;-;-;2;8017;390;125;197;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-05-01T00:00+02:00;2013-06-01T00:00+02:00;2013;5;8425;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8044;381;120;194;59;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-05-01T00:00+02:00;2013-06-01T00:00+02:00;2013;5;8407;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8017;390;125;197;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-05-01T00:00+02:00;2013-06-01T00:00+02:00;2013;5;16832;-;-;-;-;-;-;-;-;Totalt;16061;771;245;391;116;19;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-06-01T00:00+02:00;2013-07-01T00:00+02:00;2013;6;8528;-;-;-;-;-;-;-;-;1;8092;436;142;223;63;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-06-01T00:00+02:00;2013-07-01T00:00+02:00;2013;6;8535;-;-;-;-;-;-;-;-;2;8082;453;148;230;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-06-01T00:00+02:00;2013-07-01T00:00+02:00;2013;6;8528;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8092;436;142;223;63;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-06-01T00:00+02:00;2013-07-01T00:00+02:00;2013;6;8535;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8082;453;148;230;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-06-01T00:00+02:00;2013-07-01T00:00+02:00;2013;6;17063;-;-;-;-;-;-;-;-;Totalt;16174;889;290;453;126;20;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-07-01T00:00+02:00;2013-08-01T00:00+02:00;2013;7;7071;-;-;-;-;-;-;-;-;1;6676;395;137;205;46;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-07-01T00:00+02:00;2013-08-01T00:00+02:00;2013;7;7022;-;-;-;-;-;-;-;-;2;6602;420;143;220;47;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-07-01T00:00+02:00;2013-08-01T00:00+02:00;2013;7;7071;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;6676;395;137;205;46;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-07-01T00:00+02:00;2013-08-01T00:00+02:00;2013;7;7022;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;6602;420;143;220;47;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-07-01T00:00+02:00;2013-08-01T00:00+02:00;2013;7;14093;-;-;-;-;-;-;-;-;Totalt;13278;815;280;425;93;17;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-08-01T00:00+02:00;2013-09-01T00:00+02:00;2013;8;7935;-;-;-;-;-;-;-;-;1;7526;409;144;201;54;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-08-01T00:00+02:00;2013-09-01T00:00+02:00;2013;8;8220;-;-;-;-;-;-;-;-;2;7759;461;162;228;58;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-08-01T00:00+02:00;2013-09-01T00:00+02:00;2013;8;7935;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7526;409;144;201;54;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-08-01T00:00+02:00;2013-09-01T00:00+02:00;2013;8;8220;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7759;461;162;228;58;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-08-01T00:00+02:00;2013-09-01T00:00+02:00;2013;8;16155;-;-;-;-;-;-;-;-;Totalt;15285;870;306;429;112;23;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-09-01T00:00+02:00;2013-10-01T00:00+02:00;2013;9;8500;-;-;-;-;-;-;-;-;1;8063;437;150;215;62;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-09-01T00:00+02:00;2013-10-01T00:00+02:00;2013;9;8513;-;-;-;-;-;-;-;-;2;8043;470;159;236;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-09-01T00:00+02:00;2013-10-01T00:00+02:00;2013;9;8500;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8063;437;150;215;62;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-09-01T00:00+02:00;2013-10-01T00:00+02:00;2013;9;8513;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8043;470;159;236;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-09-01T00:00+02:00;2013-10-01T00:00+02:00;2013;9;17013;-;-;-;-;-;-;-;-;Totalt;16106;907;309;451;125;22;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-10-01T00:00+02:00;2013-11-01T00:00+01:00;2013;10;8215;-;-;-;-;-;-;-;-;1;7803;412;145;197;58;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-10-01T00:00+02:00;2013-11-01T00:00+01:00;2013;10;8219;-;-;-;-;-;-;-;-;2;7807;412;148;193;61;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-10-01T00:00+02:00;2013-11-01T00:00+01:00;2013;10;8215;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7803;412;145;197;58;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-10-01T00:00+02:00;2013-11-01T00:00+01:00;2013;10;8219;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7807;412;148;193;61;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-10-01T00:00+02:00;2013-11-01T00:00+01:00;2013;10;16434;-;-;-;-;-;-;-;-;Totalt;15610;824;293;390;119;22;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-11-01T00:00+01:00;2013-12-01T00:00+01:00;2013;11;7748;-;-;-;-;-;-;-;-;1;7403;345;115;164;55;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-11-01T00:00+01:00;2013-12-01T00:00+01:00;2013;11;7746;-;-;-;-;-;-;-;-;2;7407;339;115;159;57;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-11-01T00:00+01:00;2013-12-01T00:00+01:00;2013;11;7748;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7403;345;115;164;55;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-11-01T00:00+01:00;2013-12-01T00:00+01:00;2013;11;7746;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7407;339;115;159;57;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-11-01T00:00+01:00;2013-12-01T00:00+01:00;2013;11;15494;-;-;-;-;-;-;-;-;Totalt;14810;684;230;323;112;19;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-12-01T00:00+01:00;2014-01-01T00:00+01:00;2013;12;7382;-;-;-;-;-;-;-;-;1;7116;266;83;127;49;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-12-01T00:00+01:00;2014-01-01T00:00+01:00;2013;12;7393;-;-;-;-;-;-;-;-;2;7112;281;90;134;50;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-12-01T00:00+01:00;2014-01-01T00:00+01:00;2013;12;7382;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7116;266;83;127;49;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-12-01T00:00+01:00;2014-01-01T00:00+01:00;2013;12;7393;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7112;281;90;134;50;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2013-12-01T00:00+01:00;2014-01-01T00:00+01:00;2013;12;14775;-;-;-;-;-;-;-;-;Totalt;14228;547;173;261;99;14;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-01-01T00:00+01:00;2014-02-01T00:00+01:00;2014;1;7712;-;-;-;-;-;-;-;-;1;7421;291;89;129;65;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-01-01T00:00+01:00;2014-02-01T00:00+01:00;2014;1;7730;-;-;-;-;-;-;-;-;2;7421;309;103;133;66;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-01-01T00:00+01:00;2014-02-01T00:00+01:00;2014;1;7712;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7421;291;89;129;65;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-01-01T00:00+01:00;2014-02-01T00:00+01:00;2014;1;7730;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7421;309;103;133;66;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-01-01T00:00+01:00;2014-02-01T00:00+01:00;2014;1;15442;-;-;-;-;-;-;-;-;Totalt;14842;600;192;262;131;15;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-02-01T00:00+01:00;2014-03-01T00:00+01:00;2014;2;7984;-;-;-;-;-;-;-;-;1;7672;312;93;145;65;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-02-01T00:00+01:00;2014-03-01T00:00+01:00;2014;2;8035;-;-;-;-;-;-;-;-;2;7706;329;105;148;67;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-02-01T00:00+01:00;2014-03-01T00:00+01:00;2014;2;7984;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7672;312;93;145;65;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-02-01T00:00+01:00;2014-03-01T00:00+01:00;2014;2;8035;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7706;329;105;148;67;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-02-01T00:00+01:00;2014-03-01T00:00+01:00;2014;2;16019;-;-;-;-;-;-;-;-;Totalt;15378;641;198;293;132;18;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-03-01T00:00+01:00;2014-04-01T00:00+02:00;2014;3;7803;-;-;-;-;-;-;-;-;1;7486;317;92;152;61;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-03-01T00:00+01:00;2014-04-01T00:00+02:00;2014;3;7558;-;-;-;-;-;-;-;-;2;7240;318;97;151;59;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-03-01T00:00+01:00;2014-04-01T00:00+02:00;2014;3;7803;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7486;317;92;152;61;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-03-01T00:00+01:00;2014-04-01T00:00+02:00;2014;3;7558;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7240;318;97;151;59;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-03-01T00:00+01:00;2014-04-01T00:00+02:00;2014;3;15361;-;-;-;-;-;-;-;-;Totalt;14726;635;189;303;120;23;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-04-01T00:00+02:00;2014-05-01T00:00+02:00;2014;4;7523;-;-;-;-;-;-;-;-;1;7219;304;90;157;47;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-04-01T00:00+02:00;2014-05-01T00:00+02:00;2014;4;7530;-;-;-;-;-;-;-;-;2;7217;313;97;158;48;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-04-01T00:00+02:00;2014-05-01T00:00+02:00;2014;4;7523;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7219;304;90;157;47;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-04-01T00:00+02:00;2014-05-01T00:00+02:00;2014;4;7530;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7217;313;97;158;48;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-04-01T00:00+02:00;2014-05-01T00:00+02:00;2014;4;15053;-;-;-;-;-;-;-;-;Totalt;14436;617;187;315;95;20;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-05-01T00:00+02:00;2014-06-01T00:00+02:00;2014;5;8495;-;-;-;-;-;-;-;-;1;8128;367;114;176;66;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-05-01T00:00+02:00;2014-06-01T00:00+02:00;2014;5;8492;-;-;-;-;-;-;-;-;2;8119;373;123;173;66;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-05-01T00:00+02:00;2014-06-01T00:00+02:00;2014;5;8495;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8128;367;114;176;66;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-05-01T00:00+02:00;2014-06-01T00:00+02:00;2014;5;8492;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8119;373;123;173;66;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-05-01T00:00+02:00;2014-06-01T00:00+02:00;2014;5;16987;-;-;-;-;-;-;-;-;Totalt;16247;740;237;349;132;22;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-06-01T00:00+02:00;2014-07-01T00:00+02:00;2014;6;8643;-;-;-;-;-;-;-;-;1;8198;445;151;220;63;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-06-01T00:00+02:00;2014-07-01T00:00+02:00;2014;6;8684;-;-;-;-;-;-;-;-;2;8208;476;167;235;62;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-06-01T00:00+02:00;2014-07-01T00:00+02:00;2014;6;8643;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8198;445;151;220;63;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-06-01T00:00+02:00;2014-07-01T00:00+02:00;2014;6;8684;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8208;476;167;235;62;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-06-01T00:00+02:00;2014-07-01T00:00+02:00;2014;6;17327;-;-;-;-;-;-;-;-;Totalt;16406;921;318;455;125;23;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-07-01T00:00+02:00;2014-08-01T00:00+02:00;2014;7;7559;-;-;-;-;-;-;-;-;1;7154;405;142;205;50;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-07-01T00:00+02:00;2014-08-01T00:00+02:00;2014;7;7612;-;-;-;-;-;-;-;-;2;7185;427;148;219;49;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-07-01T00:00+02:00;2014-08-01T00:00+02:00;2014;7;7559;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7154;405;142;205;50;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-07-01T00:00+02:00;2014-08-01T00:00+02:00;2014;7;7612;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7185;427;148;219;49;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-07-01T00:00+02:00;2014-08-01T00:00+02:00;2014;7;15171;-;-;-;-;-;-;-;-;Totalt;14339;832;290;424;99;19;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-08-01T00:00+02:00;2014-09-01T00:00+02:00;2014;8;8423;-;-;-;-;-;-;-;-;1;8002;421;148;208;57;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-08-01T00:00+02:00;2014-09-01T00:00+02:00;2014;8;8449;-;-;-;-;-;-;-;-;2;8007;442;155;219;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-08-01T00:00+02:00;2014-09-01T00:00+02:00;2014;8;8423;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8002;421;148;208;57;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-08-01T00:00+02:00;2014-09-01T00:00+02:00;2014;8;8449;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8007;442;155;219;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-08-01T00:00+02:00;2014-09-01T00:00+02:00;2014;8;16872;-;-;-;-;-;-;-;-;Totalt;16009;863;303;427;114;19;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-09-01T00:00+02:00;2014-10-01T00:00+02:00;2014;9;8677;-;-;-;-;-;-;-;-;1;8224;453;154;224;62;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-09-01T00:00+02:00;2014-10-01T00:00+02:00;2014;9;8683;-;-;-;-;-;-;-;-;2;8209;474;164;235;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-09-01T00:00+02:00;2014-10-01T00:00+02:00;2014;9;8677;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8224;453;154;224;62;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-09-01T00:00+02:00;2014-10-01T00:00+02:00;2014;9;8683;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8209;474;164;235;63;12;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-09-01T00:00+02:00;2014-10-01T00:00+02:00;2014;9;17360;-;-;-;-;-;-;-;-;Totalt;16433;927;318;459;125;25;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-10-01T00:00+02:00;2014-11-01T00:00+01:00;2014;10;8713;-;-;-;-;-;-;-;-;1;8290;423;140;206;64;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-10-01T00:00+02:00;2014-11-01T00:00+01:00;2014;10;8713;-;-;-;-;-;-;-;-;2;8286;427;144;207;66;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-10-01T00:00+02:00;2014-11-01T00:00+01:00;2014;10;8713;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;8290;423;140;206;64;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-10-01T00:00+02:00;2014-11-01T00:00+01:00;2014;10;8713;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;8286;427;144;207;66;10;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-10-01T00:00+02:00;2014-11-01T00:00+01:00;2014;10;17426;-;-;-;-;-;-;-;-;Totalt;16576;850;284;413;130;23;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-11-01T00:00+01:00;2014-12-01T00:00+01:00;2014;11;8302;-;-;-;-;-;-;-;-;1;7970;332;103;161;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-11-01T00:00+01:00;2014-12-01T00:00+01:00;2014;11;8306;-;-;-;-;-;-;-;-;2;7964;342;110;164;59;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-11-01T00:00+01:00;2014-12-01T00:00+01:00;2014;11;8302;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7970;332;103;161;57;11;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-11-01T00:00+01:00;2014-12-01T00:00+01:00;2014;11;8306;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7964;342;110;164;59;9;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-11-01T00:00+01:00;2014-12-01T00:00+01:00;2014;11;16608;-;-;-;-;-;-;-;-;Totalt;15934;674;213;325;116;20;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-12-01T00:00+01:00;2015-01-01T00:00+01:00;2014;12;7794;-;-;-;-;-;-;-;-;1;7522;272;81;133;51;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-12-01T00:00+01:00;2015-01-01T00:00+01:00;2014;12;7816;-;-;-;-;-;-;-;-;2;7534;282;89;135;52;6;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-12-01T00:00+01:00;2015-01-01T00:00+01:00;2014;12;7794;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7522;272;81;133;51;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-12-01T00:00+01:00;2015-01-01T00:00+01:00;2014;12;7816;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7534;282;89;135;52;6;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2014-12-01T00:00+01:00;2015-01-01T00:00+01:00;2014;12;15610;-;-;-;-;-;-;-;-;Totalt;15056;554;170;268;103;13;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-01-01T00:00+01:00;2015-02-01T00:00+01:00;2015;1;7773;-;-;-;-;-;-;-;-;1;7479;294;88;138;61;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-01-01T00:00+01:00;2015-02-01T00:00+01:00;2015;1;7772;-;-;-;-;-;-;-;-;2;7467;305;97;140;61;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-01-01T00:00+01:00;2015-02-01T00:00+01:00;2015;1;7772;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7467;305;97;140;61;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-01-01T00:00+01:00;2015-02-01T00:00+01:00;2015;1;7773;-;-;-;-;-;-;-;-;Totalt i retning Kvaløya;7479;294;88;138;61;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-01-01T00:00+01:00;2015-02-01T00:00+01:00;2015;1;15545;-;-;-;-;-;-;-;-;Totalt;14946;599;185;278;122;14;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-02-01T00:00+01:00;2015-03-01T00:00+01:00;2015;2;7713;-;-;-;-;-;-;-;-;1;7394;319;97;154;61;7;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-02-01T00:00+01:00;2015-03-01T00:00+01:00;2015;2;7720;-;-;-;-;-;-;-;-;2;7380;340;103;166;63;8;-;-
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2015-02-01T00:00+01:00;2015-03-01T00:00+01:00;2015;2;7720;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;7380;340;103;166;63;8;-;-
